from,to ,weight,year
ArCu,MiBr,,
ArCu,TCM,,
ArCu,KeAr,,
ArCu,MiLa,,
ArCu,CaFi,,
ArCu,LiGa,,
ArCu,AJR,,
ArCu,KaSc,,
ArCu,FaSt,,
ArCu,EmNu,,
ArCu,JoHa,,
ArCu,BrGl,,
ArCu,JaOh,,
ArCu,MaLi,,
ArCu,SePo,,
ArCu,TyHi,,
ArCu,DaEt,,
ArCu,JeRi,,
ArCu,GU,,
ArCu,BG,,
ArCu,"ChHa
",,
ArCu,ElSa,,
ArCu,WiHo,,
ArCu,DaPh,,
ArCu,JaSz,,
ArCu,AnMa,,
ArCu,StHe,,
ArCu,InSa,,
ArCu,OR,,
ArCu,KeSi,,
ArCu,JosHa,,
JiMo,JaWa,,
JiMo,PaC,,
JiMo,ST,,
JiMo,ErLi,,
JiMo,ZaMi,,
JiMo,RoKu,,
JiMo,ReKi,,
JiMo,FrSu,,
JiMo,CaLe,,
JiMo,DiMa,,
JiMo,LiFa,,
JiMo,MaMc,,
JiMo,KaKi,,
JiMo,AdZy,,
JiMo,StLPD,,
JiMo,JoKa,,
JiMo,MeTw,,
JiMo,RoFa,,
JiMo,PrDe,,
JiMo,WaPo,,
JiMo,ArRe,,
JiMo,UsTo,,
JiMo,CiEn,,
JiMo,ClBa,,
JiMo,AnMa,,
JiMo,MaMo,,
JiMo,RaKaGh,,
JiMo,JoAr,,
JiMo,JeSa,,
JiMo,AnDo,,
JiMo,JaHa,,
JiMo,MiSl,,
JiMo,RyKe,,
JiMo,AsPr,,
JiMo,LAT,,
JiMo,LLA,,
JiMo,AnCo,,
JiMo,MiBr,,
JiMo,TCM,,
JiMo,KeAr,,
JiMo,MiLa,,
JiMo,CaFi,,
JiMo,LiGa,,
JiMo,AJR,,
JiMo,KaSc,,
JiMo,FaSt,,
JiMo,EmNu,,
JiMo,JoHa,,
JiMo,BrGl,,
JiMo,JaOh,,
JiMo,MaLi,,
JiMo,SePo,,
JiMo,TyHi,,
JiMo,DaEt,,
JiMo,JeRi,,
JiMo,GU,,
JiMo,BG,,
JiMo,"ChHa
",,
JiMo,ElSa,,
JiMo,WiHo,,
JiMo,DaPh,,
JiMo,JaSz,,
JiMo,AnMa,,
JiMo,StHe,,
JiMo,InSa,,
JiMo,OR,,
JiMo,KeSi,,
JiMo,JosHa,,
JaWa,PaC,,
JaWa,ST,,
JaWa,ErLi,,
JaWa,ZaMi,,
JaWa,RoKu,,
JaWa,ReKi,,
JaWa,FrSu,,
JaWa,CaLe,,
JaWa,DiMa,,
JaWa,LiFa,,
JaWa,MaMc,,
JaWa,KaKi,,
JaWa,AdZy,,
JaWa,StLPD,,
JaWa,JoKa,,
JaWa,MeTw,,
JaWa,RoFa,,
JaWa,PrDe,,
JaWa,WaPo,,
JaWa,ArRe,,
JaWa,UsTo,,
JaWa,CiEn,,
JaWa,ClBa,,
JaWa,AnMa,,
JaWa,MaMo,,
JaWa,RaKaGh,,
JaWa,JoAr,,
JaWa,JeSa,,
JaWa,AnDo,,
JaWa,JaHa,,
JaWa,MiSl,,
JaWa,RyKe,,
JaWa,AsPr,,
JaWa,LAT,,
JaWa,LLA,,
JaWa,AnCo,,
JaWa,MiBr,,
JaWa,TCM,,
JaWa,KeAr,,
JaWa,MiLa,,
JaWa,CaFi,,
JaWa,LiGa,,
JaWa,AJR,,
JaWa,KaSc,,
JaWa,FaSt,,
JaWa,EmNu,,
JaWa,JoHa,,
JaWa,BrGl,,
JaWa,JaOh,,
JaWa,MaLi,,
JaWa,SePo,,
JaWa,TyHi,,
JaWa,DaEt,,
JaWa,JeRi,,
JaWa,GU,,
JaWa,BG,,
JaWa,"ChHa
",,
JaWa,ElSa,,
JaWa,WiHo,,
JaWa,DaPh,,
JaWa,JaSz,,
JaWa,AnMa,,
JaWa,StHe,,
JaWa,InSa,,
JaWa,OR,,
JaWa,KeSi,,
JaWa,JosHa,,
PaC,ST,,
PaC,ErLi,,
PaC,ZaMi,,
PaC,RoKu,,
PaC,ReKi,,
PaC,FrSu,,
PaC,CaLe,,
PaC,DiMa,,
PaC,LiFa,,
PaC,MaMc,,
PaC,KaKi,,
PaC,AdZy,,
PaC,StLPD,,
PaC,JoKa,,
PaC,MeTw,,
PaC,RoFa,,
PaC,PrDe,,
PaC,WaPo,,
PaC,ArRe,,
PaC,UsTo,,
PaC,CiEn,,
PaC,ClBa,,
PaC,AnMa,,
PaC,MaMo,,
PaC,RaKaGh,,
PaC,JoAr,,
PaC,JeSa,,
PaC,AnDo,,
PaC,JaHa,,
PaC,MiSl,,
PaC,RyKe,,
PaC,AsPr,,
PaC,LAT,,
PaC,LLA,,
PaC,AnCo,,
PaC,MiBr,,
PaC,TCM,,
PaC,KeAr,,
PaC,MiLa,,
PaC,CaFi,,
PaC,LiGa,,
PaC,AJR,,
PaC,KaSc,,
PaC,FaSt,,
PaC,EmNu,,
PaC,JoHa,,
PaC,BrGl,,
PaC,JaOh,,
PaC,MaLi,,
PaC,SePo,,
PaC,TyHi,,
PaC,DaEt,,
PaC,JeRi,,
PaC,GU,,
PaC,BG,,
PaC,"ChHa
",,
PaC,ElSa,,
PaC,WiHo,,
PaC,DaPh,,
PaC,JaSz,,
PaC,AnMa,,
PaC,StHe,,
PaC,InSa,,
PaC,OR,,
PaC,KeSi,,
PaC,JosHa,,
ST,ErLi,,
ST,ZaMi,,
ST,RoKu,,
ST,ReKi,,
ST,FrSu,,
ST,CaLe,,
ST,DiMa,,
ST,LiFa,,
ST,MaMc,,
ST,KaKi,,
ST,AdZy,,
ST,StLPD,,
ST,JoKa,,
ST,MeTw,,
ST,RoFa,,
ST,PrDe,,
ST,WaPo,,
ST,ArRe,,
ST,UsTo,,
ST,CiEn,,
ST,ClBa,,
ST,AnMa,,
ST,MaMo,,
ST,RaKaGh,,
ST,JoAr,,
ST,JeSa,,
ST,AnDo,,
ST,JaHa,,
ST,MiSl,,
ST,RyKe,,
ST,AsPr,,
ST,LAT,,
ST,LLA,,
ST,AnCo,,
ST,MiBr,,
ST,TCM,,
ST,KeAr,,
ST,MiLa,,
ST,CaFi,,
ST,LiGa,,
ST,AJR,,
ST,KaSc,,
ST,FaSt,,
ST,EmNu,,
ST,JoHa,,
ST,BrGl,,
ST,JaOh,,
ST,MaLi,,
ST,SePo,,
ST,TyHi,,
ST,DaEt,,
ST,JeRi,,
ST,GU,,
ST,BG,,
ST,"ChHa
",,
ST,ElSa,,
ST,WiHo,,
ST,DaPh,,
ST,JaSz,,
ST,AnMa,,
ST,StHe,,
ST,InSa,,
ST,OR,,
ST,KeSi,,
ST,JosHa,,
ErLi,ZaMi,,
ErLi,RoKu,,
ErLi,ReKi,,
ErLi,FrSu,,
ErLi,CaLe,,
ErLi,DiMa,,
ErLi,LiFa,,
ErLi,MaMc,,
ErLi,KaKi,,
ErLi,AdZy,,
ErLi,StLPD,,
ErLi,JoKa,,
ErLi,MeTw,,
ErLi,RoFa,,
ErLi,PrDe,,
ErLi,WaPo,,
ErLi,ArRe,,
ErLi,UsTo,,
ErLi,CiEn,,
ErLi,ClBa,,
ErLi,AnMa,,
ErLi,MaMo,,
ErLi,RaKaGh,,
ErLi,JoAr,,
ErLi,JeSa,,
ErLi,AnDo,,
ErLi,JaHa,,
ErLi,MiSl,,
ErLi,RyKe,,
ErLi,AsPr,,
ErLi,LAT,,
ErLi,LLA,,
ErLi,AnCo,,
ErLi,MiBr,,
ErLi,TCM,,
ErLi,KeAr,,
ErLi,MiLa,,
ErLi,CaFi,,
ErLi,LiGa,,
ErLi,AJR,,
ErLi,KaSc,,
ErLi,FaSt,,
ErLi,EmNu,,
ErLi,JoHa,,
ErLi,BrGl,,
ErLi,JaOh,,
ErLi,MaLi,,
ErLi,SePo,,
ErLi,TyHi,,
ErLi,DaEt,,
ErLi,JeRi,,
ErLi,GU,,
ErLi,BG,,
ErLi,"ChHa
",,
ErLi,ElSa,,
ErLi,WiHo,,
ErLi,DaPh,,
ErLi,JaSz,,
ErLi,AnMa,,
ErLi,StHe,,
ErLi,InSa,,
ErLi,OR,,
ErLi,KeSi,,
ErLi,JosHa,,
ZaMi,RoKu,,
ZaMi,ReKi,,
ZaMi,FrSu,,
ZaMi,CaLe,,
ZaMi,DiMa,,
ZaMi,LiFa,,
ZaMi,MaMc,,
ZaMi,KaKi,,
ZaMi,AdZy,,
ZaMi,StLPD,,
ZaMi,JoKa,,
ZaMi,MeTw,,
ZaMi,RoFa,,
ZaMi,PrDe,,
ZaMi,WaPo,,
ZaMi,ArRe,,
ZaMi,UsTo,,
ZaMi,CiEn,,
ZaMi,ClBa,,
ZaMi,AnMa,,
ZaMi,MaMo,,
ZaMi,RaKaGh,,
ZaMi,JoAr,,
ZaMi,JeSa,,
ZaMi,AnDo,,
ZaMi,JaHa,,
ZaMi,MiSl,,
ZaMi,RyKe,,
ZaMi,AsPr,,
ZaMi,LAT,,
ZaMi,LLA,,
ZaMi,AnCo,,
ZaMi,MiBr,,
ZaMi,TCM,,
ZaMi,KeAr,,
ZaMi,MiLa,,
ZaMi,CaFi,,
ZaMi,LiGa,,
ZaMi,AJR,,
ZaMi,KaSc,,
ZaMi,FaSt,,
ZaMi,EmNu,,
ZaMi,JoHa,,
ZaMi,BrGl,,
ZaMi,JaOh,,
ZaMi,MaLi,,
ZaMi,SePo,,
ZaMi,TyHi,,
ZaMi,DaEt,,
ZaMi,JeRi,,
ZaMi,GU,,
ZaMi,BG,,
ZaMi,"ChHa
",,
ZaMi,ElSa,,
ZaMi,WiHo,,
ZaMi,DaPh,,
ZaMi,JaSz,,
ZaMi,AnMa,,
ZaMi,StHe,,
ZaMi,InSa,,
ZaMi,OR,,
ZaMi,KeSi,,
ZaMi,JosHa,,
RoKu,ReKi,,
RoKu,FrSu,,
RoKu,CaLe,,
RoKu,DiMa,,
RoKu,LiFa,,
RoKu,MaMc,,
RoKu,KaKi,,
RoKu,AdZy,,
RoKu,StLPD,,
RoKu,JoKa,,
RoKu,MeTw,,
RoKu,RoFa,,
RoKu,PrDe,,
RoKu,WaPo,,
RoKu,ArRe,,
RoKu,UsTo,,
RoKu,CiEn,,
RoKu,ClBa,,
RoKu,AnMa,,
RoKu,MaMo,,
RoKu,RaKaGh,,
RoKu,JoAr,,
RoKu,JeSa,,
RoKu,AnDo,,
RoKu,JaHa,,
RoKu,MiSl,,
RoKu,RyKe,,
RoKu,AsPr,,
RoKu,LAT,,
RoKu,LLA,,
RoKu,AnCo,,
RoKu,MiBr,,
RoKu,TCM,,
RoKu,KeAr,,
RoKu,MiLa,,
RoKu,CaFi,,
RoKu,LiGa,,
RoKu,AJR,,
RoKu,KaSc,,
RoKu,FaSt,,
RoKu,EmNu,,
RoKu,JoHa,,
RoKu,BrGl,,
RoKu,JaOh,,
RoKu,MaLi,,
RoKu,SePo,,
RoKu,TyHi,,
RoKu,DaEt,,
RoKu,JeRi,,
RoKu,GU,,
RoKu,BG,,
RoKu,"ChHa
",,
RoKu,ElSa,,
RoKu,WiHo,,
RoKu,DaPh,,
RoKu,JaSz,,
RoKu,AnMa,,
RoKu,StHe,,
RoKu,InSa,,
RoKu,OR,,
RoKu,KeSi,,
RoKu,JosHa,,
ReKi,FrSu,,
ReKi,CaLe,,
ReKi,DiMa,,
ReKi,LiFa,,
ReKi,MaMc,,
ReKi,KaKi,,
ReKi,AdZy,,
ReKi,StLPD,,
ReKi,JoKa,,
ReKi,MeTw,,
ReKi,RoFa,,
ReKi,PrDe,,
ReKi,WaPo,,
ReKi,ArRe,,
ReKi,UsTo,,
ReKi,CiEn,,
ReKi,ClBa,,
ReKi,AnMa,,
ReKi,MaMo,,
ReKi,RaKaGh,,
ReKi,JoAr,,
ReKi,JeSa,,
ReKi,AnDo,,
ReKi,JaHa,,
ReKi,MiSl,,
ReKi,RyKe,,
ReKi,AsPr,,
ReKi,LAT,,
ReKi,LLA,,
ReKi,AnCo,,
ReKi,MiBr,,
ReKi,TCM,,
ReKi,KeAr,,
ReKi,MiLa,,
ReKi,CaFi,,
ReKi,LiGa,,
ReKi,AJR,,
ReKi,KaSc,,
ReKi,FaSt,,
ReKi,EmNu,,
ReKi,JoHa,,
ReKi,BrGl,,
ReKi,JaOh,,
ReKi,MaLi,,
ReKi,SePo,,
ReKi,TyHi,,
ReKi,DaEt,,
ReKi,JeRi,,
ReKi,GU,,
ReKi,BG,,
ReKi,"ChHa
",,
ReKi,ElSa,,
ReKi,WiHo,,
ReKi,DaPh,,
ReKi,JaSz,,
ReKi,AnMa,,
ReKi,StHe,,
ReKi,InSa,,
ReKi,OR,,
ReKi,KeSi,,
ReKi,JosHa,,
FrSu,CaLe,,
FrSu,DiMa,,
FrSu,LiFa,,
FrSu,MaMc,,
FrSu,KaKi,,
FrSu,AdZy,,
FrSu,StLPD,,
FrSu,JoKa,,
FrSu,MeTw,,
FrSu,RoFa,,
FrSu,PrDe,,
FrSu,WaPo,,
FrSu,ArRe,,
FrSu,UsTo,,
FrSu,CiEn,,
FrSu,ClBa,,
FrSu,AnMa,,
FrSu,MaMo,,
FrSu,RaKaGh,,
FrSu,JoAr,,
FrSu,JeSa,,
FrSu,AnDo,,
FrSu,JaHa,,
FrSu,MiSl,,
FrSu,RyKe,,
FrSu,AsPr,,
FrSu,LAT,,
FrSu,LLA,,
FrSu,AnCo,,
FrSu,MiBr,,
FrSu,TCM,,
FrSu,KeAr,,
FrSu,MiLa,,
FrSu,CaFi,,
FrSu,LiGa,,
FrSu,AJR,,
FrSu,KaSc,,
FrSu,FaSt,,
FrSu,EmNu,,
FrSu,JoHa,,
FrSu,BrGl,,
FrSu,JaOh,,
FrSu,MaLi,,
FrSu,SePo,,
FrSu,TyHi,,
FrSu,DaEt,,
FrSu,JeRi,,
FrSu,GU,,
FrSu,BG,,
FrSu,"ChHa
",,
FrSu,ElSa,,
FrSu,WiHo,,
FrSu,DaPh,,
FrSu,JaSz,,
FrSu,AnMa,,
FrSu,StHe,,
FrSu,InSa,,
FrSu,OR,,
FrSu,KeSi,,
FrSu,JosHa,,
CaLe,DiMa,,
CaLe,LiFa,,
CaLe,MaMc,,
CaLe,KaKi,,
CaLe,AdZy,,
CaLe,StLPD,,
CaLe,JoKa,,
CaLe,MeTw,,
CaLe,RoFa,,
CaLe,PrDe,,
CaLe,WaPo,,
CaLe,ArRe,,
CaLe,UsTo,,
CaLe,CiEn,,
CaLe,ClBa,,
CaLe,AnMa,,
CaLe,MaMo,,
CaLe,RaKaGh,,
CaLe,JoAr,,
CaLe,JeSa,,
CaLe,AnDo,,
CaLe,JaHa,,
CaLe,MiSl,,
CaLe,RyKe,,
CaLe,AsPr,,
CaLe,LAT,,
CaLe,LLA,,
CaLe,AnCo,,
CaLe,MiBr,,
CaLe,TCM,,
CaLe,KeAr,,
CaLe,MiLa,,
CaLe,CaFi,,
CaLe,LiGa,,
CaLe,AJR,,
CaLe,KaSc,,
CaLe,FaSt,,
CaLe,EmNu,,
CaLe,JoHa,,
CaLe,BrGl,,
CaLe,JaOh,,
CaLe,MaLi,,
CaLe,SePo,,
CaLe,TyHi,,
CaLe,DaEt,,
CaLe,JeRi,,
CaLe,GU,,
CaLe,BG,,
CaLe,"ChHa
",,
CaLe,ElSa,,
CaLe,WiHo,,
CaLe,DaPh,,
CaLe,JaSz,,
CaLe,AnMa,,
CaLe,StHe,,
CaLe,InSa,,
CaLe,OR,,
CaLe,KeSi,,
CaLe,JosHa,,
DiMa,LiFa,,
DiMa,MaMc,,
DiMa,KaKi,,
DiMa,AdZy,,
DiMa,StLPD,,
DiMa,JoKa,,
DiMa,MeTw,,
DiMa,RoFa,,
DiMa,PrDe,,
DiMa,WaPo,,
DiMa,ArRe,,
DiMa,UsTo,,
DiMa,CiEn,,
DiMa,ClBa,,
DiMa,AnMa,,
DiMa,MaMo,,
DiMa,RaKaGh,,
DiMa,JoAr,,
DiMa,JeSa,,
DiMa,AnDo,,
DiMa,JaHa,,
DiMa,MiSl,,
DiMa,RyKe,,
DiMa,AsPr,,
DiMa,LAT,,
DiMa,LLA,,
DiMa,AnCo,,
DiMa,MiBr,,
DiMa,TCM,,
DiMa,KeAr,,
DiMa,MiLa,,
DiMa,CaFi,,
DiMa,LiGa,,
DiMa,AJR,,
DiMa,KaSc,,
DiMa,FaSt,,
DiMa,EmNu,,
DiMa,JoHa,,
DiMa,BrGl,,
DiMa,JaOh,,
DiMa,MaLi,,
DiMa,SePo,,
DiMa,TyHi,,
DiMa,DaEt,,
DiMa,JeRi,,
DiMa,GU,,
DiMa,BG,,
DiMa,"ChHa
",,
DiMa,ElSa,,
DiMa,WiHo,,
DiMa,DaPh,,
DiMa,JaSz,,
DiMa,AnMa,,
DiMa,StHe,,
DiMa,InSa,,
DiMa,OR,,
DiMa,KeSi,,
DiMa,JosHa,,
LiFa,MaMc,,
LiFa,KaKi,,
LiFa,AdZy,,
LiFa,StLPD,,
LiFa,JoKa,,
LiFa,MeTw,,
LiFa,RoFa,,
LiFa,PrDe,,
LiFa,WaPo,,
LiFa,ArRe,,
LiFa,UsTo,,
LiFa,CiEn,,
LiFa,ClBa,,
LiFa,AnMa,,
LiFa,MaMo,,
LiFa,RaKaGh,,
LiFa,JoAr,,
LiFa,JeSa,,
LiFa,AnDo,,
LiFa,JaHa,,
LiFa,MiSl,,
LiFa,RyKe,,
LiFa,AsPr,,
LiFa,LAT,,
LiFa,LLA,,
LiFa,AnCo,,
LiFa,MiBr,,
LiFa,TCM,,
LiFa,KeAr,,
LiFa,MiLa,,
LiFa,CaFi,,
LiFa,LiGa,,
LiFa,AJR,,
LiFa,KaSc,,
LiFa,FaSt,,
LiFa,EmNu,,
LiFa,JoHa,,
LiFa,BrGl,,
LiFa,JaOh,,
LiFa,MaLi,,
LiFa,SePo,,
LiFa,TyHi,,
LiFa,DaEt,,
LiFa,JeRi,,
LiFa,GU,,
LiFa,BG,,
LiFa,"ChHa
",,
LiFa,ElSa,,
LiFa,WiHo,,
LiFa,DaPh,,
LiFa,JaSz,,
LiFa,AnMa,,
LiFa,StHe,,
LiFa,InSa,,
LiFa,OR,,
LiFa,KeSi,,
LiFa,JosHa,,
MaMc,KaKi,,
MaMc,AdZy,,
MaMc,StLPD,,
MaMc,JoKa,,
MaMc,MeTw,,
MaMc,RoFa,,
MaMc,PrDe,,
MaMc,WaPo,,
MaMc,ArRe,,
MaMc,UsTo,,
MaMc,CiEn,,
MaMc,ClBa,,
MaMc,AnMa,,
MaMc,MaMo,,
MaMc,RaKaGh,,
MaMc,JoAr,,
MaMc,JeSa,,
MaMc,AnDo,,
MaMc,JaHa,,
MaMc,MiSl,,
MaMc,RyKe,,
MaMc,AsPr,,
MaMc,LAT,,
MaMc,LLA,,
MaMc,AnCo,,
MaMc,MiBr,,
MaMc,TCM,,
MaMc,KeAr,,
MaMc,MiLa,,
MaMc,CaFi,,
MaMc,LiGa,,
MaMc,AJR,,
MaMc,KaSc,,
MaMc,FaSt,,
MaMc,EmNu,,
MaMc,JoHa,,
MaMc,BrGl,,
MaMc,JaOh,,
MaMc,MaLi,,
MaMc,SePo,,
MaMc,TyHi,,
MaMc,DaEt,,
MaMc,JeRi,,
MaMc,GU,,
MaMc,BG,,
MaMc,"ChHa
",,
MaMc,ElSa,,
MaMc,WiHo,,
MaMc,DaPh,,
MaMc,JaSz,,
MaMc,AnMa,,
MaMc,StHe,,
MaMc,InSa,,
MaMc,OR,,
MaMc,KeSi,,
MaMc,JosHa,,
KaKi,AdZy,,
KaKi,StLPD,,
KaKi,JoKa,,
KaKi,MeTw,,
KaKi,RoFa,,
KaKi,PrDe,,
KaKi,WaPo,,
KaKi,ArRe,,
KaKi,UsTo,,
KaKi,CiEn,,
KaKi,ClBa,,
KaKi,AnMa,,
KaKi,MaMo,,
KaKi,RaKaGh,,
KaKi,JoAr,,
KaKi,JeSa,,
KaKi,AnDo,,
KaKi,JaHa,,
KaKi,MiSl,,
KaKi,RyKe,,
KaKi,AsPr,,
KaKi,LAT,,
KaKi,LLA,,
KaKi,AnCo,,
KaKi,MiBr,,
KaKi,TCM,,
KaKi,KeAr,,
KaKi,MiLa,,
KaKi,CaFi,,
KaKi,LiGa,,
KaKi,AJR,,
KaKi,KaSc,,
KaKi,FaSt,,
KaKi,EmNu,,
KaKi,JoHa,,
KaKi,BrGl,,
KaKi,JaOh,,
KaKi,MaLi,,
KaKi,SePo,,
KaKi,TyHi,,
KaKi,DaEt,,
KaKi,JeRi,,
KaKi,GU,,
KaKi,BG,,
KaKi,"ChHa
",,
KaKi,ElSa,,
KaKi,WiHo,,
KaKi,DaPh,,
KaKi,JaSz,,
KaKi,AnMa,,
KaKi,StHe,,
KaKi,InSa,,
KaKi,OR,,
KaKi,KeSi,,
KaKi,JosHa,,
AdZy,StLPD,,
AdZy,JoKa,,
AdZy,MeTw,,
AdZy,RoFa,,
AdZy,PrDe,,
AdZy,WaPo,,
AdZy,ArRe,,
AdZy,UsTo,,
AdZy,CiEn,,
AdZy,ClBa,,
AdZy,AnMa,,
AdZy,MaMo,,
AdZy,RaKaGh,,
AdZy,JoAr,,
AdZy,JeSa,,
AdZy,AnDo,,
AdZy,JaHa,,
AdZy,MiSl,,
AdZy,RyKe,,
AdZy,AsPr,,
AdZy,LAT,,
AdZy,LLA,,
AdZy,AnCo,,
AdZy,MiBr,,
AdZy,TCM,,
AdZy,KeAr,,
AdZy,MiLa,,
AdZy,CaFi,,
AdZy,LiGa,,
AdZy,AJR,,
AdZy,KaSc,,
AdZy,FaSt,,
AdZy,EmNu,,
AdZy,JoHa,,
AdZy,BrGl,,
AdZy,JaOh,,
AdZy,MaLi,,
AdZy,SePo,,
AdZy,TyHi,,
AdZy,DaEt,,
AdZy,JeRi,,
AdZy,GU,,
AdZy,BG,,
AdZy,"ChHa
",,
AdZy,ElSa,,
AdZy,WiHo,,
AdZy,DaPh,,
AdZy,JaSz,,
AdZy,AnMa,,
AdZy,StHe,,
AdZy,InSa,,
AdZy,OR,,
AdZy,KeSi,,
AdZy,JosHa,,
StLPD,JoKa,,
StLPD,MeTw,,
StLPD,RoFa,,
StLPD,PrDe,,
StLPD,WaPo,,
StLPD,ArRe,,
StLPD,UsTo,,
StLPD,CiEn,,
StLPD,ClBa,,
StLPD,AnMa,,
StLPD,MaMo,,
StLPD,RaKaGh,,
StLPD,JoAr,,
StLPD,JeSa,,
StLPD,AnDo,,
StLPD,JaHa,,
StLPD,MiSl,,
StLPD,RyKe,,
StLPD,AsPr,,
StLPD,LAT,,
StLPD,LLA,,
StLPD,AnCo,,
StLPD,MiBr,,
StLPD,TCM,,
StLPD,KeAr,,
StLPD,MiLa,,
StLPD,CaFi,,
StLPD,LiGa,,
StLPD,AJR,,
StLPD,KaSc,,
StLPD,FaSt,,
StLPD,EmNu,,
StLPD,JoHa,,
StLPD,BrGl,,
StLPD,JaOh,,
StLPD,MaLi,,
StLPD,SePo,,
StLPD,TyHi,,
StLPD,DaEt,,
StLPD,JeRi,,
StLPD,GU,,
StLPD,BG,,
StLPD,"ChHa
",,
StLPD,ElSa,,
StLPD,WiHo,,
StLPD,DaPh,,
StLPD,JaSz,,
StLPD,AnMa,,
StLPD,StHe,,
StLPD,InSa,,
StLPD,OR,,
StLPD,KeSi,,
StLPD,JosHa,,
JoKa,MeTw,,
JoKa,RoFa,,
JoKa,PrDe,,
JoKa,WaPo,,
JoKa,ArRe,,
JoKa,UsTo,,
JoKa,CiEn,,
JoKa,ClBa,,
JoKa,AnMa,,
JoKa,MaMo,,
JoKa,RaKaGh,,
JoKa,JoAr,,
JoKa,JeSa,,
JoKa,AnDo,,
JoKa,JaHa,,
JoKa,MiSl,,
JoKa,RyKe,,
JoKa,AsPr,,
JoKa,LAT,,
JoKa,LLA,,
JoKa,AnCo,,
JoKa,MiBr,,
JoKa,TCM,,
JoKa,KeAr,,
JoKa,MiLa,,
JoKa,CaFi,,
JoKa,LiGa,,
JoKa,AJR,,
JoKa,KaSc,,
JoKa,FaSt,,
JoKa,EmNu,,
JoKa,JoHa,,
JoKa,BrGl,,
JoKa,JaOh,,
JoKa,MaLi,,
JoKa,SePo,,
JoKa,TyHi,,
JoKa,DaEt,,
JoKa,JeRi,,
JoKa,GU,,
JoKa,BG,,
JoKa,"ChHa
",,
JoKa,ElSa,,
JoKa,WiHo,,
JoKa,DaPh,,
JoKa,JaSz,,
JoKa,AnMa,,
JoKa,StHe,,
JoKa,InSa,,
JoKa,OR,,
JoKa,KeSi,,
JoKa,JosHa,,
MeTw,RoFa,,
MeTw,PrDe,,
MeTw,WaPo,,
MeTw,ArRe,,
MeTw,UsTo,,
MeTw,CiEn,,
MeTw,ClBa,,
MeTw,AnMa,,
MeTw,MaMo,,
MeTw,RaKaGh,,
MeTw,JoAr,,
MeTw,JeSa,,
MeTw,AnDo,,
MeTw,JaHa,,
MeTw,MiSl,,
MeTw,RyKe,,
MeTw,AsPr,,
MeTw,LAT,,
MeTw,LLA,,
MeTw,AnCo,,
MeTw,MiBr,,
MeTw,TCM,,
MeTw,KeAr,,
MeTw,MiLa,,
MeTw,CaFi,,
MeTw,LiGa,,
MeTw,AJR,,
MeTw,KaSc,,
MeTw,FaSt,,
MeTw,EmNu,,
MeTw,JoHa,,
MeTw,BrGl,,
MeTw,JaOh,,
MeTw,MaLi,,
MeTw,SePo,,
MeTw,TyHi,,
MeTw,DaEt,,
MeTw,JeRi,,
MeTw,GU,,
MeTw,BG,,
MeTw,"ChHa
",,
MeTw,ElSa,,
MeTw,WiHo,,
MeTw,DaPh,,
MeTw,JaSz,,
MeTw,AnMa,,
MeTw,StHe,,
MeTw,InSa,,
MeTw,OR,,
MeTw,KeSi,,
MeTw,JosHa,,
RoFa,PrDe,,
RoFa,WaPo,,
RoFa,ArRe,,
RoFa,UsTo,,
RoFa,CiEn,,
RoFa,ClBa,,
RoFa,AnMa,,
RoFa,MaMo,,
RoFa,RaKaGh,,
RoFa,JoAr,,
RoFa,JeSa,,
RoFa,AnDo,,
RoFa,JaHa,,
RoFa,MiSl,,
RoFa,RyKe,,
RoFa,AsPr,,
RoFa,LAT,,
RoFa,LLA,,
RoFa,AnCo,,
RoFa,MiBr,,
RoFa,TCM,,
RoFa,KeAr,,
RoFa,MiLa,,
RoFa,CaFi,,
RoFa,LiGa,,
RoFa,AJR,,
RoFa,KaSc,,
RoFa,FaSt,,
RoFa,EmNu,,
RoFa,JoHa,,
RoFa,BrGl,,
RoFa,JaOh,,
RoFa,MaLi,,
RoFa,SePo,,
RoFa,TyHi,,
RoFa,DaEt,,
RoFa,JeRi,,
RoFa,GU,,
RoFa,BG,,
RoFa,"ChHa
",,
RoFa,ElSa,,
RoFa,WiHo,,
RoFa,DaPh,,
RoFa,JaSz,,
RoFa,AnMa,,
RoFa,StHe,,
RoFa,InSa,,
RoFa,OR,,
RoFa,KeSi,,
RoFa,JosHa,,
PrDe,WaPo,,
PrDe,ArRe,,
PrDe,UsTo,,
PrDe,CiEn,,
PrDe,ClBa,,
PrDe,AnMa,,
PrDe,MaMo,,
PrDe,RaKaGh,,
PrDe,JoAr,,
PrDe,JeSa,,
PrDe,AnDo,,
PrDe,JaHa,,
PrDe,MiSl,,
PrDe,RyKe,,
PrDe,AsPr,,
PrDe,LAT,,
PrDe,LLA,,
PrDe,AnCo,,
PrDe,MiBr,,
PrDe,TCM,,
PrDe,KeAr,,
PrDe,MiLa,,
PrDe,CaFi,,
PrDe,LiGa,,
PrDe,AJR,,
PrDe,KaSc,,
PrDe,FaSt,,
PrDe,EmNu,,
PrDe,JoHa,,
PrDe,BrGl,,
PrDe,JaOh,,
PrDe,MaLi,,
PrDe,SePo,,
PrDe,TyHi,,
PrDe,DaEt,,
PrDe,JeRi,,
PrDe,GU,,
PrDe,BG,,
PrDe,"ChHa
",,
PrDe,ElSa,,
