from,to ,weight,year
Maal,TCM,,
Maal,KeAr,,
Maal,MiLa,,
Maal,CaFi,,
Maal,LiGa,,
Maal,AJR,,
Maal,KaSc,,
Maal,FaSt,,
Maal,EmNu,,
Maal,JoHa,,
Maal,BrGl,,
Maal,JaOh,,
Maal,MaLi,,
Maal,SePo,,
Maal,TyHi,,
Maal,DaEt,,
Maal,JeRi,,
Maal,GU,,
Maal,BG,,
Maal,"ChHa
",,
Maal,ElSa,,
Maal,WiHo,,
Maal,DaPh,,
Maal,JaSz,,
Maal,AnMa,,
Maal,StHe,,
Maal,InSa,,
Maal,OR,,
Maal,KeSi,,
Maal,JosHa,,
NaEl,RE,,
NaEl,WaLo,,
NaEl,KySo,,
NaEl,HaDr,,
NaEl,ToMe,,
NaEl,CaLo,,
NaEl,BrSt,,
NaEl,DarBe,,
NaEl,LoTu,,
NaEl,DaBe,,
NaEl,RoMo,,
NaEl,SaRy,,
NaEl,ErUm,,
NaEl,ErEy,,
NaEl,GeRy,,
NaEl,MaWa,,
NaEl,NiNe,,
NaEl,FrOb,,
NaEl,BaOb,,
NaEl,KeHa,,
NaEl,EBT,,
NaEl,SLT,,
NaEl,NYT,,
NaEl,DaFa,,
NaEl,ChCh,,
NaEl,PeNo,,
NaEl,HiAl,,
NaEl,ArCu,,
NaEl,JiMo,,
NaEl,JaWa,,
NaEl,PaC,,
NaEl,ST,,
NaEl,ErLi,,
NaEl,ZaMi,,
NaEl,RoKu,,
NaEl,ReKi,,
NaEl,FrSu,,
NaEl,CaLe,,
NaEl,DiMa,,
NaEl,LiFa,,
NaEl,MaMc,,
NaEl,KaKi,,
NaEl,AdZy,,
NaEl,StLPD,,
NaEl,JoKa,,
NaEl,MeTw,,
NaEl,RoFa,,
NaEl,PrDe,,
NaEl,WaPo,,
NaEl,ArRe,,
NaEl,UsTo,,
NaEl,CiEn,,
NaEl,ClBa,,
NaEl,AnMa,,
NaEl,MaMo,,
NaEl,RaKaGh,,
NaEl,JoAr,,
NaEl,JeSa,,
NaEl,AnDo,,
NaEl,JaHa,,
NaEl,MiSl,,
NaEl,RyKe,,
NaEl,AsPr,,
NaEl,LAT,,
NaEl,LLA,,
NaEl,AnCo,,
NaEl,MiBr,,
NaEl,TCM,,
NaEl,KeAr,,
NaEl,MiLa,,
NaEl,CaFi,,
NaEl,LiGa,,
NaEl,AJR,,
NaEl,KaSc,,
NaEl,FaSt,,
NaEl,EmNu,,
NaEl,JoHa,,
NaEl,BrGl,,
NaEl,JaOh,,
NaEl,MaLi,,
NaEl,SePo,,
NaEl,TyHi,,
NaEl,DaEt,,
NaEl,JeRi,,
NaEl,GU,,
NaEl,BG,,
NaEl,"ChHa
",,
NaEl,ElSa,,
NaEl,WiHo,,
NaEl,DaPh,,
NaEl,JaSz,,
NaEl,AnMa,,
NaEl,StHe,,
NaEl,InSa,,
NaEl,OR,,
NaEl,KeSi,,
NaEl,JosHa,,
RE,WaLo,,
RE,KySo,,
RE,HaDr,,
RE,ToMe,,
RE,CaLo,,
RE,BrSt,,
RE,DarBe,,
RE,LoTu,,
RE,DaBe,,
RE,RoMo,,
RE,SaRy,,
RE,ErUm,,
RE,ErEy,,
RE,GeRy,,
RE,MaWa,,
RE,NiNe,,
RE,FrOb,,
RE,BaOb,,
RE,KeHa,,
RE,EBT,,
RE,SLT,,
RE,NYT,,
RE,DaFa,,
RE,ChCh,,
RE,PeNo,,
RE,HiAl,,
RE,ArCu,,
RE,JiMo,,
RE,JaWa,,
RE,PaC,,
RE,ST,,
RE,ErLi,,
RE,ZaMi,,
RE,RoKu,,
RE,ReKi,,
RE,FrSu,,
RE,CaLe,,
RE,DiMa,,
RE,LiFa,,
RE,MaMc,,
RE,KaKi,,
RE,AdZy,,
RE,StLPD,,
RE,JoKa,,
RE,MeTw,,
RE,RoFa,,
RE,PrDe,,
RE,WaPo,,
RE,ArRe,,
RE,UsTo,,
RE,CiEn,,
RE,ClBa,,
RE,AnMa,,
RE,MaMo,,
RE,RaKaGh,,
RE,JoAr,,
RE,JeSa,,
RE,AnDo,,
RE,JaHa,,
RE,MiSl,,
RE,RyKe,,
RE,AsPr,,
RE,LAT,,
RE,LLA,,
RE,AnCo,,
RE,MiBr,,
RE,TCM,,
RE,KeAr,,
RE,MiLa,,
RE,CaFi,,
RE,LiGa,,
RE,AJR,,
RE,KaSc,,
RE,FaSt,,
RE,EmNu,,
RE,JoHa,,
RE,BrGl,,
RE,JaOh,,
RE,MaLi,,
RE,SePo,,
RE,TyHi,,
RE,DaEt,,
RE,JeRi,,
RE,GU,,
RE,BG,,
RE,"ChHa
",,
RE,ElSa,,
RE,WiHo,,
RE,DaPh,,
RE,JaSz,,
RE,AnMa,,
RE,StHe,,
RE,InSa,,
RE,OR,,
RE,KeSi,,
RE,JosHa,,
WaLo,KySo,,
WaLo,HaDr,,
WaLo,ToMe,,
WaLo,CaLo,,
WaLo,BrSt,,
WaLo,DarBe,,
WaLo,LoTu,,
WaLo,DaBe,,
WaLo,RoMo,,
WaLo,SaRy,,
WaLo,ErUm,,
WaLo,ErEy,,
WaLo,GeRy,,
WaLo,MaWa,,
WaLo,NiNe,,
WaLo,FrOb,,
WaLo,BaOb,,
WaLo,KeHa,,
WaLo,EBT,,
WaLo,SLT,,
WaLo,NYT,,
WaLo,DaFa,,
WaLo,ChCh,,
WaLo,PeNo,,
WaLo,HiAl,,
WaLo,ArCu,,
WaLo,JiMo,,
WaLo,JaWa,,
WaLo,PaC,,
WaLo,ST,,
WaLo,ErLi,,
WaLo,ZaMi,,
WaLo,RoKu,,
WaLo,ReKi,,
WaLo,FrSu,,
WaLo,CaLe,,
WaLo,DiMa,,
WaLo,LiFa,,
WaLo,MaMc,,
WaLo,KaKi,,
WaLo,AdZy,,
WaLo,StLPD,,
WaLo,JoKa,,
WaLo,MeTw,,
WaLo,RoFa,,
WaLo,PrDe,,
WaLo,WaPo,,
WaLo,ArRe,,
WaLo,UsTo,,
WaLo,CiEn,,
WaLo,ClBa,,
WaLo,AnMa,,
WaLo,MaMo,,
WaLo,RaKaGh,,
WaLo,JoAr,,
WaLo,JeSa,,
WaLo,AnDo,,
WaLo,JaHa,,
WaLo,MiSl,,
WaLo,RyKe,,
WaLo,AsPr,,
WaLo,LAT,,
WaLo,LLA,,
WaLo,AnCo,,
WaLo,MiBr,,
WaLo,TCM,,
WaLo,KeAr,,
WaLo,MiLa,,
WaLo,CaFi,,
WaLo,LiGa,,
WaLo,AJR,,
WaLo,KaSc,,
WaLo,FaSt,,
WaLo,EmNu,,
WaLo,JoHa,,
WaLo,BrGl,,
WaLo,JaOh,,
WaLo,MaLi,,
WaLo,SePo,,
WaLo,TyHi,,
WaLo,DaEt,,
WaLo,JeRi,,
WaLo,GU,,
WaLo,BG,,
WaLo,"ChHa
",,
WaLo,ElSa,,
WaLo,WiHo,,
WaLo,DaPh,,
WaLo,JaSz,,
WaLo,AnMa,,
WaLo,StHe,,
WaLo,InSa,,
WaLo,OR,,
WaLo,KeSi,,
WaLo,JosHa,,
KySo,HaDr,,
KySo,ToMe,,
KySo,CaLo,,
KySo,BrSt,,
KySo,DarBe,,
KySo,LoTu,,
KySo,DaBe,,
KySo,RoMo,,
KySo,SaRy,,
KySo,ErUm,,
KySo,ErEy,,
KySo,GeRy,,
KySo,MaWa,,
KySo,NiNe,,
KySo,FrOb,,
KySo,BaOb,,
KySo,KeHa,,
KySo,EBT,,
KySo,SLT,,
KySo,NYT,,
KySo,DaFa,,
KySo,ChCh,,
KySo,PeNo,,
KySo,HiAl,,
KySo,ArCu,,
KySo,JiMo,,
KySo,JaWa,,
KySo,PaC,,
KySo,ST,,
KySo,ErLi,,
KySo,ZaMi,,
KySo,RoKu,,
KySo,ReKi,,
KySo,FrSu,,
KySo,CaLe,,
KySo,DiMa,,
KySo,LiFa,,
KySo,MaMc,,
KySo,KaKi,,
KySo,AdZy,,
KySo,StLPD,,
KySo,JoKa,,
KySo,MeTw,,
KySo,RoFa,,
KySo,PrDe,,
KySo,WaPo,,
KySo,ArRe,,
KySo,UsTo,,
KySo,CiEn,,
KySo,ClBa,,
KySo,AnMa,,
KySo,MaMo,,
KySo,RaKaGh,,
KySo,JoAr,,
KySo,JeSa,,
KySo,AnDo,,
KySo,JaHa,,
KySo,MiSl,,
KySo,RyKe,,
KySo,AsPr,,
KySo,LAT,,
KySo,LLA,,
KySo,AnCo,,
KySo,MiBr,,
KySo,TCM,,
KySo,KeAr,,
KySo,MiLa,,
KySo,CaFi,,
KySo,LiGa,,
KySo,AJR,,
KySo,KaSc,,
KySo,FaSt,,
KySo,EmNu,,
KySo,JoHa,,
KySo,BrGl,,
KySo,JaOh,,
KySo,MaLi,,
KySo,SePo,,
KySo,TyHi,,
KySo,DaEt,,
KySo,JeRi,,
KySo,GU,,
KySo,BG,,
KySo,"ChHa
",,
KySo,ElSa,,
KySo,WiHo,,
KySo,DaPh,,
KySo,JaSz,,
KySo,AnMa,,
KySo,StHe,,
KySo,InSa,,
KySo,OR,,
KySo,KeSi,,
KySo,JosHa,,
HaDr,ToMe,,
HaDr,CaLo,,
HaDr,BrSt,,
HaDr,DarBe,,
HaDr,LoTu,,
HaDr,DaBe,,
HaDr,RoMo,,
HaDr,SaRy,,
HaDr,ErUm,,
HaDr,ErEy,,
HaDr,GeRy,,
HaDr,MaWa,,
HaDr,NiNe,,
HaDr,FrOb,,
HaDr,BaOb,,
HaDr,KeHa,,
HaDr,EBT,,
HaDr,SLT,,
HaDr,NYT,,
HaDr,DaFa,,
HaDr,ChCh,,
HaDr,PeNo,,
HaDr,HiAl,,
HaDr,ArCu,,
HaDr,JiMo,,
HaDr,JaWa,,
HaDr,PaC,,
HaDr,ST,,
HaDr,ErLi,,
HaDr,ZaMi,,
HaDr,RoKu,,
HaDr,ReKi,,
HaDr,FrSu,,
HaDr,CaLe,,
HaDr,DiMa,,
HaDr,LiFa,,
HaDr,MaMc,,
HaDr,KaKi,,
HaDr,AdZy,,
HaDr,StLPD,,
HaDr,JoKa,,
HaDr,MeTw,,
HaDr,RoFa,,
HaDr,PrDe,,
HaDr,WaPo,,
HaDr,ArRe,,
HaDr,UsTo,,
HaDr,CiEn,,
HaDr,ClBa,,
HaDr,AnMa,,
HaDr,MaMo,,
HaDr,RaKaGh,,
HaDr,JoAr,,
HaDr,JeSa,,
HaDr,AnDo,,
HaDr,JaHa,,
HaDr,MiSl,,
HaDr,RyKe,,
HaDr,AsPr,,
HaDr,LAT,,
HaDr,LLA,,
HaDr,AnCo,,
HaDr,MiBr,,
HaDr,TCM,,
HaDr,KeAr,,
HaDr,MiLa,,
HaDr,CaFi,,
HaDr,LiGa,,
HaDr,AJR,,
HaDr,KaSc,,
HaDr,FaSt,,
HaDr,EmNu,,
HaDr,JoHa,,
HaDr,BrGl,,
HaDr,JaOh,,
HaDr,MaLi,,
HaDr,SePo,,
HaDr,TyHi,,
HaDr,DaEt,,
HaDr,JeRi,,
HaDr,GU,,
HaDr,BG,,
HaDr,"ChHa
",,
HaDr,ElSa,,
HaDr,WiHo,,
HaDr,DaPh,,
HaDr,JaSz,,
HaDr,AnMa,,
HaDr,StHe,,
HaDr,InSa,,
HaDr,OR,,
HaDr,KeSi,,
HaDr,JosHa,,
ToMe,CaLo,,
ToMe,BrSt,,
ToMe,DarBe,,
ToMe,LoTu,,
ToMe,DaBe,,
ToMe,RoMo,,
ToMe,SaRy,,
ToMe,ErUm,,
ToMe,ErEy,,
ToMe,GeRy,,
ToMe,MaWa,,
ToMe,NiNe,,
ToMe,FrOb,,
ToMe,BaOb,,
ToMe,KeHa,,
ToMe,EBT,,
ToMe,SLT,,
ToMe,NYT,,
ToMe,DaFa,,
ToMe,ChCh,,
ToMe,PeNo,,
ToMe,HiAl,,
ToMe,ArCu,,
ToMe,JiMo,,
ToMe,JaWa,,
ToMe,PaC,,
ToMe,ST,,
ToMe,ErLi,,
ToMe,ZaMi,,
ToMe,RoKu,,
ToMe,ReKi,,
ToMe,FrSu,,
ToMe,CaLe,,
ToMe,DiMa,,
ToMe,LiFa,,
ToMe,MaMc,,
ToMe,KaKi,,
ToMe,AdZy,,
ToMe,StLPD,,
ToMe,JoKa,,
ToMe,MeTw,,
ToMe,RoFa,,
ToMe,PrDe,,
ToMe,WaPo,,
ToMe,ArRe,,
ToMe,UsTo,,
ToMe,CiEn,,
ToMe,ClBa,,
ToMe,AnMa,,
ToMe,MaMo,,
ToMe,RaKaGh,,
ToMe,JoAr,,
ToMe,JeSa,,
ToMe,AnDo,,
ToMe,JaHa,,
ToMe,MiSl,,
ToMe,RyKe,,
ToMe,AsPr,,
ToMe,LAT,,
ToMe,LLA,,
ToMe,AnCo,,
ToMe,MiBr,,
ToMe,TCM,,
ToMe,KeAr,,
ToMe,MiLa,,
ToMe,CaFi,,
ToMe,LiGa,,
ToMe,AJR,,
ToMe,KaSc,,
ToMe,FaSt,,
ToMe,EmNu,,
ToMe,JoHa,,
ToMe,BrGl,,
ToMe,JaOh,,
ToMe,MaLi,,
ToMe,SePo,,
ToMe,TyHi,,
ToMe,DaEt,,
ToMe,JeRi,,
ToMe,GU,,
ToMe,BG,,
ToMe,"ChHa
",,
ToMe,ElSa,,
ToMe,WiHo,,
ToMe,DaPh,,
ToMe,JaSz,,
ToMe,AnMa,,
ToMe,StHe,,
ToMe,InSa,,
ToMe,OR,,
ToMe,KeSi,,
ToMe,JosHa,,
CaLo,BrSt,,
CaLo,DarBe,,
CaLo,LoTu,,
CaLo,DaBe,,
CaLo,RoMo,,
CaLo,SaRy,,
CaLo,ErUm,,
CaLo,ErEy,,
CaLo,GeRy,,
CaLo,MaWa,,
CaLo,NiNe,,
CaLo,FrOb,,
CaLo,BaOb,,
CaLo,KeHa,,
CaLo,EBT,,
CaLo,SLT,,
CaLo,NYT,,
CaLo,DaFa,,
CaLo,ChCh,,
CaLo,PeNo,,
CaLo,HiAl,,
CaLo,ArCu,,
CaLo,JiMo,,
CaLo,JaWa,,
CaLo,PaC,,
CaLo,ST,,
CaLo,ErLi,,
CaLo,ZaMi,,
CaLo,RoKu,,
CaLo,ReKi,,
CaLo,FrSu,,
CaLo,CaLe,,
CaLo,DiMa,,
CaLo,LiFa,,
CaLo,MaMc,,
CaLo,KaKi,,
CaLo,AdZy,,
CaLo,StLPD,,
CaLo,JoKa,,
CaLo,MeTw,,
CaLo,RoFa,,
CaLo,PrDe,,
CaLo,WaPo,,
CaLo,ArRe,,
CaLo,UsTo,,
CaLo,CiEn,,
CaLo,ClBa,,
CaLo,AnMa,,
CaLo,MaMo,,
CaLo,RaKaGh,,
CaLo,JoAr,,
CaLo,JeSa,,
CaLo,AnDo,,
CaLo,JaHa,,
CaLo,MiSl,,
CaLo,RyKe,,
CaLo,AsPr,,
CaLo,LAT,,
CaLo,LLA,,
CaLo,AnCo,,
CaLo,MiBr,,
CaLo,TCM,,
CaLo,KeAr,,
CaLo,MiLa,,
CaLo,CaFi,,
CaLo,LiGa,,
CaLo,AJR,,
CaLo,KaSc,,
CaLo,FaSt,,
CaLo,EmNu,,
CaLo,JoHa,,
CaLo,BrGl,,
CaLo,JaOh,,
CaLo,MaLi,,
CaLo,SePo,,
CaLo,TyHi,,
CaLo,DaEt,,
CaLo,JeRi,,
CaLo,GU,,
CaLo,BG,,
CaLo,"ChHa
",,
CaLo,ElSa,,
CaLo,WiHo,,
CaLo,DaPh,,
CaLo,JaSz,,
CaLo,AnMa,,
CaLo,StHe,,
CaLo,InSa,,
CaLo,OR,,
CaLo,KeSi,,
CaLo,JosHa,,
BrSt,DarBe,,
BrSt,LoTu,,
BrSt,DaBe,,
BrSt,RoMo,,
BrSt,SaRy,,
BrSt,ErUm,,
BrSt,ErEy,,
BrSt,GeRy,,
BrSt,MaWa,,
BrSt,NiNe,,
BrSt,FrOb,,
BrSt,BaOb,,
BrSt,KeHa,,
BrSt,EBT,,
BrSt,SLT,,
BrSt,NYT,,
BrSt,DaFa,,
BrSt,ChCh,,
BrSt,PeNo,,
BrSt,HiAl,,
BrSt,ArCu,,
BrSt,JiMo,,
BrSt,JaWa,,
BrSt,PaC,,
BrSt,ST,,
BrSt,ErLi,,
BrSt,ZaMi,,
BrSt,RoKu,,
BrSt,ReKi,,
BrSt,FrSu,,
BrSt,CaLe,,
BrSt,DiMa,,
BrSt,LiFa,,
BrSt,MaMc,,
BrSt,KaKi,,
BrSt,AdZy,,
BrSt,StLPD,,
BrSt,JoKa,,
BrSt,MeTw,,
BrSt,RoFa,,
BrSt,PrDe,,
BrSt,WaPo,,
BrSt,ArRe,,
BrSt,UsTo,,
BrSt,CiEn,,
BrSt,ClBa,,
BrSt,AnMa,,
BrSt,MaMo,,
BrSt,RaKaGh,,
BrSt,JoAr,,
BrSt,JeSa,,
BrSt,AnDo,,
BrSt,JaHa,,
BrSt,MiSl,,
BrSt,RyKe,,
BrSt,AsPr,,
BrSt,LAT,,
BrSt,LLA,,
BrSt,AnCo,,
BrSt,MiBr,,
BrSt,TCM,,
BrSt,KeAr,,
BrSt,MiLa,,
BrSt,CaFi,,
BrSt,LiGa,,
BrSt,AJR,,
BrSt,KaSc,,
BrSt,FaSt,,
BrSt,EmNu,,
BrSt,JoHa,,
BrSt,BrGl,,
BrSt,JaOh,,
BrSt,MaLi,,
BrSt,SePo,,
BrSt,TyHi,,
BrSt,DaEt,,
BrSt,JeRi,,
BrSt,GU,,
BrSt,BG,,
BrSt,"ChHa
",,
BrSt,ElSa,,
BrSt,WiHo,,
BrSt,DaPh,,
BrSt,JaSz,,
BrSt,AnMa,,
BrSt,StHe,,
BrSt,InSa,,
BrSt,OR,,
BrSt,KeSi,,
BrSt,JosHa,,
DarBe,LoTu,,
DarBe,DaBe,,
DarBe,RoMo,,
DarBe,SaRy,,
DarBe,ErUm,,
DarBe,ErEy,,
DarBe,GeRy,,
DarBe,MaWa,,
DarBe,NiNe,,
DarBe,FrOb,,
DarBe,BaOb,,
DarBe,KeHa,,
DarBe,EBT,,
DarBe,SLT,,
DarBe,NYT,,
DarBe,DaFa,,
DarBe,ChCh,,
DarBe,PeNo,,
DarBe,HiAl,,
DarBe,ArCu,,
DarBe,JiMo,,
DarBe,JaWa,,
DarBe,PaC,,
DarBe,ST,,
DarBe,ErLi,,
DarBe,ZaMi,,
DarBe,RoKu,,
DarBe,ReKi,,
DarBe,FrSu,,
DarBe,CaLe,,
DarBe,DiMa,,
DarBe,LiFa,,
DarBe,MaMc,,
DarBe,KaKi,,
DarBe,AdZy,,
DarBe,StLPD,,
DarBe,JoKa,,
DarBe,MeTw,,
DarBe,RoFa,,
DarBe,PrDe,,
DarBe,WaPo,,
DarBe,ArRe,,
DarBe,UsTo,,
DarBe,CiEn,,
DarBe,ClBa,,
DarBe,AnMa,,
DarBe,MaMo,,
DarBe,RaKaGh,,
DarBe,JoAr,,
DarBe,JeSa,,
DarBe,AnDo,,
DarBe,JaHa,,
DarBe,MiSl,,
DarBe,RyKe,,
DarBe,AsPr,,
DarBe,LAT,,
DarBe,LLA,,
DarBe,AnCo,,
DarBe,MiBr,,
DarBe,TCM,,
DarBe,KeAr,,
DarBe,MiLa,,
DarBe,CaFi,,
DarBe,LiGa,,
DarBe,AJR,,
DarBe,KaSc,,
DarBe,FaSt,,
DarBe,EmNu,,
DarBe,JoHa,,
DarBe,BrGl,,
DarBe,JaOh,,
DarBe,MaLi,,
DarBe,SePo,,
DarBe,TyHi,,
DarBe,DaEt,,
DarBe,JeRi,,
DarBe,GU,,
DarBe,BG,,
DarBe,"ChHa
",,
DarBe,ElSa,,
DarBe,WiHo,,
DarBe,DaPh,,
DarBe,JaSz,,
DarBe,AnMa,,
DarBe,StHe,,
DarBe,InSa,,
DarBe,OR,,
DarBe,KeSi,,
DarBe,JosHa,,
LoTu,DaBe,,
LoTu,RoMo,,
LoTu,SaRy,,
LoTu,ErUm,,
LoTu,ErEy,,
LoTu,GeRy,,
LoTu,MaWa,,
LoTu,NiNe,,
LoTu,FrOb,,
LoTu,BaOb,,
LoTu,KeHa,,
LoTu,EBT,,
LoTu,SLT,,
LoTu,NYT,,
LoTu,DaFa,,
LoTu,ChCh,,
LoTu,PeNo,,
LoTu,HiAl,,
LoTu,ArCu,,
LoTu,JiMo,,
LoTu,JaWa,,
LoTu,PaC,,
LoTu,ST,,
LoTu,ErLi,,
LoTu,ZaMi,,
LoTu,RoKu,,
LoTu,ReKi,,
LoTu,FrSu,,
LoTu,CaLe,,
LoTu,DiMa,,
LoTu,LiFa,,
LoTu,MaMc,,
LoTu,KaKi,,
LoTu,AdZy,,
LoTu,StLPD,,
LoTu,JoKa,,
LoTu,MeTw,,
LoTu,RoFa,,
LoTu,PrDe,,
LoTu,WaPo,,
LoTu,ArRe,,
LoTu,UsTo,,
LoTu,CiEn,,
LoTu,ClBa,,
LoTu,AnMa,,
LoTu,MaMo,,
LoTu,RaKaGh,,
LoTu,JoAr,,
LoTu,JeSa,,
LoTu,AnDo,,
LoTu,JaHa,,
LoTu,MiSl,,
LoTu,RyKe,,
LoTu,AsPr,,
LoTu,LAT,,
LoTu,LLA,,
LoTu,AnCo,,
LoTu,MiBr,,
LoTu,TCM,,
LoTu,KeAr,,
LoTu,MiLa,,
LoTu,CaFi,,
LoTu,LiGa,,
LoTu,AJR,,
LoTu,KaSc,,
LoTu,FaSt,,
LoTu,EmNu,,
LoTu,JoHa,,
LoTu,BrGl,,
LoTu,JaOh,,
LoTu,MaLi,,
LoTu,SePo,,
LoTu,TyHi,,
LoTu,DaEt,,
LoTu,JeRi,,
LoTu,GU,,
LoTu,BG,,
LoTu,"ChHa
",,
LoTu,ElSa,,
LoTu,WiHo,,
LoTu,DaPh,,
LoTu,JaSz,,
LoTu,AnMa,,
LoTu,StHe,,
LoTu,InSa,,
LoTu,OR,,
LoTu,KeSi,,
LoTu,JosHa,,
DaBe,RoMo,,
DaBe,SaRy,,
DaBe,ErUm,,
DaBe,ErEy,,
DaBe,GeRy,,
DaBe,MaWa,,
DaBe,NiNe,,
DaBe,FrOb,,
DaBe,BaOb,,
DaBe,KeHa,,
DaBe,EBT,,
DaBe,SLT,,
DaBe,NYT,,
DaBe,DaFa,,
DaBe,ChCh,,
DaBe,PeNo,,
DaBe,HiAl,,
DaBe,ArCu,,
DaBe,JiMo,,
DaBe,JaWa,,
DaBe,PaC,,
DaBe,ST,,
DaBe,ErLi,,
DaBe,ZaMi,,
DaBe,RoKu,,
DaBe,ReKi,,
DaBe,FrSu,,
DaBe,CaLe,,
DaBe,DiMa,,
DaBe,LiFa,,
DaBe,MaMc,,
DaBe,KaKi,,
DaBe,AdZy,,
DaBe,StLPD,,
DaBe,JoKa,,
DaBe,MeTw,,
DaBe,RoFa,,
DaBe,PrDe,,
DaBe,WaPo,,
DaBe,ArRe,,
DaBe,UsTo,,
DaBe,CiEn,,
DaBe,ClBa,,
DaBe,AnMa,,
DaBe,MaMo,,
DaBe,RaKaGh,,
DaBe,JoAr,,
DaBe,JeSa,,
DaBe,AnDo,,
DaBe,JaHa,,
DaBe,MiSl,,
DaBe,RyKe,,
DaBe,AsPr,,
DaBe,LAT,,
DaBe,LLA,,
DaBe,AnCo,,
DaBe,MiBr,,
DaBe,TCM,,
DaBe,KeAr,,
DaBe,MiLa,,
DaBe,CaFi,,
DaBe,LiGa,,
DaBe,AJR,,
DaBe,KaSc,,
DaBe,FaSt,,
DaBe,EmNu,,
DaBe,JoHa,,
DaBe,BrGl,,
DaBe,JaOh,,
DaBe,MaLi,,
DaBe,SePo,,
DaBe,TyHi,,
DaBe,DaEt,,
DaBe,JeRi,,
DaBe,GU,,
DaBe,BG,,
DaBe,"ChHa
",,
DaBe,ElSa,,
DaBe,WiHo,,
DaBe,DaPh,,
DaBe,JaSz,,
DaBe,AnMa,,
DaBe,StHe,,
DaBe,InSa,,
DaBe,OR,,
DaBe,KeSi,,
DaBe,JosHa,,
RoMo,SaRy,3,
RoMo,ErUm,3,
RoMo,ErEy,,
RoMo,GeRy,,
RoMo,MaWa,,
RoMo,NiNe,,
RoMo,FrOb,,
RoMo,BaOb,,
RoMo,KeHa,,
RoMo,EBT,,
RoMo,SLT,,
RoMo,NYT,,
RoMo,DaFa,,
RoMo,ChCh,,
RoMo,PeNo,,
RoMo,HiAl,,
RoMo,ArCu,,
RoMo,JiMo,,
RoMo,JaWa,,
RoMo,PaC,,
RoMo,ST,,
RoMo,ErLi,,
RoMo,ZaMi,,
RoMo,RoKu,,
RoMo,ReKi,,
RoMo,FrSu,,
RoMo,CaLe,,
RoMo,DiMa,,
RoMo,LiFa,,
RoMo,MaMc,,
RoMo,KaKi,,
RoMo,AdZy,,
RoMo,StLPD,,
RoMo,JoKa,,
RoMo,MeTw,,
RoMo,RoFa,,
RoMo,PrDe,,
RoMo,WaPo,,
RoMo,ArRe,,
RoMo,UsTo,,
RoMo,CiEn,,
RoMo,ClBa,,
RoMo,AnMa,,
RoMo,MaMo,,
RoMo,RaKaGh,,
RoMo,JoAr,,
RoMo,JeSa,,
RoMo,AnDo,,
RoMo,JaHa,,
RoMo,MiSl,,
RoMo,RyKe,,
RoMo,AsPr,,
RoMo,LAT,,
RoMo,LLA,,
RoMo,AnCo,,
RoMo,MiBr,,
RoMo,TCM,,
RoMo,KeAr,,
RoMo,MiLa,,
RoMo,CaFi,,
RoMo,LiGa,,
RoMo,AJR,,
RoMo,KaSc,,
RoMo,FaSt,,
RoMo,EmNu,,
RoMo,JoHa,,
RoMo,BrGl,,
RoMo,JaOh,,
RoMo,MaLi,,
RoMo,SePo,,
RoMo,TyHi,,
RoMo,DaEt,,
RoMo,JeRi,,
RoMo,GU,,
RoMo,BG,,
RoMo,"ChHa
",,
RoMo,ElSa,,
RoMo,WiHo,,
RoMo,DaPh,,
RoMo,JaSz,,
RoMo,AnMa,,
RoMo,StHe,,
RoMo,InSa,,
RoMo,OR,,
RoMo,KeSi,,
RoMo,JosHa,,
SaRy,ErUm,2,
SaRy,ErEy,2,
SaRy,GeRy,,
SaRy,MaWa,,
SaRy,NiNe,1,
SaRy,FrOb,,
SaRy,BaOb,,
SaRy,KeHa,,
SaRy,EBT,,
SaRy,SLT,,
SaRy,NYT,1,
SaRy,DaFa,1,
SaRy,ChCh,,
SaRy,PeNo,,
SaRy,HiAl,,
SaRy,ArCu,,
SaRy,JiMo,,
SaRy,JaWa,,
SaRy,PaC,,
SaRy,ST,,
SaRy,ErLi,,
SaRy,ZaMi,,
SaRy,RoKu,,
SaRy,ReKi,,
SaRy,FrSu,,
SaRy,CaLe,,
SaRy,DiMa,,
SaRy,LiFa,,
SaRy,MaMc,,
SaRy,KaKi,,
SaRy,AdZy,,
SaRy,StLPD,,
SaRy,JoKa,,
SaRy,MeTw,,
SaRy,RoFa,,
SaRy,PrDe,,
SaRy,WaPo,,
SaRy,ArRe,,
SaRy,UsTo,,
SaRy,CiEn,,
SaRy,ClBa,,
SaRy,AnMa,,
SaRy,MaMo,,
SaRy,RaKaGh,,
SaRy,JoAr,,
SaRy,JeSa,,
SaRy,AnDo,,
SaRy,JaHa,,
SaRy,MiSl,,
SaRy,RyKe,,
SaRy,AsPr,,
SaRy,LAT,,
SaRy,LLA,,
SaRy,AnCo,,
SaRy,MiBr,,
SaRy,TCM,,
SaRy,KeAr,,
SaRy,MiLa,,
SaRy,CaFi,,
SaRy,LiGa,,
SaRy,AJR,,
SaRy,KaSc,,
SaRy,FaSt,,
SaRy,EmNu,,
SaRy,JoHa,,
SaRy,BrGl,,
SaRy,JaOh,,
SaRy,MaLi,,
SaRy,SePo,,
SaRy,TyHi,,
SaRy,DaEt,,
SaRy,JeRi,,
SaRy,GU,,
SaRy,BG,,
SaRy,"ChHa
",,
SaRy,ElSa,,
SaRy,WiHo,,
SaRy,DaPh,,
SaRy,JaSz,,
